active_sessions,crc_errors_per_second,buffer_memory_utilization_percent,unplanned_restarts_last_24h,dropped_packets_due_to_buffer_full_last_hour,target
1814,0.000953,40.3,0,147,0
4792,0.007231,37.3,0,38,0
4646,0.048276,100.0,1,69,1
656,0.004407,85.4,0,15,0
3187,0.00919,38.8,1,27,0
3366,0.008122,91.4,0,21,0
3667,0.005186,34.3,1,28,0
2156,0.005605,66.8,2,50,0
3999,0.042713,100.0,2,61,1
1116,0.039269,46.6,0,49,1
2162,0.079616,74.2,0,166,1
938,0.019001,29.6,0,120,0
1737,0.001569,26.6,1,42,0
4421,0.000302,57.4,0,33,0
3596,0.054007,100.0,1,83,1
1913,0.007481,45.3,0,11,0
3579,0.007718,93.8,0,45,0
1551,0.015174,91.4,1,39,0
2413,0.003779,25.4,1,7,0
1614,0.006576,40.2,1,35,0
1331,0.03463,64.3,0,24,0
1745,0.011152,51.8,0,13,0
3099,0.001669,9.6,0,14,0
3540,0.00143,99.4,0,56,0
4156,0.002285,75.3,0,21,0
405,0.014555,43.8,0,15,0
3636,0.003501,61.8,1,17,0
1823,0.000216,8.8,2,21,0
1789,0.028855,49.5,0,26,0
1617,0.00186,93.1,0,28,0
4017,9.6e-05,89.7,2,2,0
519,0.002707,33.7,0,8,0
3036,0.002679,53.1,0,62,0
3962,0.005482,69.7,2,22,0
4329,0.025306,34.0,1,25,0
1550,0.021135,6.5,2,41,0
3196,0.006105,50.5,0,62,0
3361,0.005292,60.2,0,22,0
1264,0.008097,0.6,1,46,0
1969,0.00279,9.6,0,12,0
1919,0.000536,20.7,0,94,0
2805,0.060515,39.9,0,76,1
3615,0.002067,54.1,0,29,0
1442,0.002211,29.4,1,35,0
2326,0.006395,27.6,0,36,0
1179,0.006765,86.9,1,22,0
4306,0.000186,14.5,0,92,0
4663,0.001601,49.5,0,29,0
2879,0.004751,95.3,0,17,0
2628,0.011512,62.5,0,3,0
913,0.002593,71.7,2,38,0
2131,0.005499,43.1,3,34,0
422,0.00815,2.0,1,70,0
3069,0.021946,64.6,1,40,0
1003,0.003946,63.2,1,57,0
1641,0.001434,11.0,2,6,0
3603,0.006719,46.2,0,30,0
2753,0.013733,91.5,1,8,0
2576,0.001164,20.5,0,10,0
3440,0.005528,46.1,2,8,0
4343,0.000179,46.1,0,7,0
1241,0.000341,81.1,2,25,0
949,0.006596,82.5,0,60,0
466,0.003541,75.9,0,18,0
2997,0.032484,49.1,1,87,1
1189,0.009217,7.2,0,34,0
4141,0.00605,34.9,0,124,0
2138,0.005241,68.0,0,31,0
2960,0.006877,70.3,1,76,0
4370,0.000413,96.5,0,53,0
1954,0.02233,45.4,0,22,0
4783,0.06379,63.2,0,13,0
594,0.002003,53.9,1,25,0
3282,0.001283,15.1,1,18,0
1884,0.00155,46.1,0,39,0
3610,0.010818,54.5,0,27,0
3886,0.010831,95.1,1,93,0
4230,0.018834,36.7,1,34,0
1098,0.013936,98.0,0,62,0
4569,0.005973,54.2,0,28,0
1551,0.00949,24.2,1,19,0
1851,0.054048,26.8,2,104,1
2380,0.00719,14.2,0,7,0
4900,0.006456,45.3,0,17,0
4758,0.010359,2.2,0,49,0
3034,0.045719,53.3,0,95,1
3834,0.010327,98.8,1,61,0
3446,0.00949,67.0,2,25,0
1973,0.012701,76.0,0,49,0
4634,0.010295,11.9,0,45,0
3903,0.007334,47.3,0,17,0
2079,0.05129,41.3,0,44,1
798,0.005969,89.4,0,56,0
1412,0.036546,31.7,2,155,1
3062,1.4e-05,45.9,2,29,0
3038,0.008209,58.8,0,24,0
4887,0.008932,51.4,3,17,0
2400,0.035773,83.0,0,5,0
3297,0.004486,23.1,0,15,0
226,0.005011,37.7,1,8,0
1291,0.002254,79.2,0,18,0
2739,0.000731,52.8,0,52,0
4489,0.014819,40.2,0,12,0
4016,0.002873,2.9,0,38,0
1466,0.009388,75.3,1,10,0
1119,0.01164,97.2,0,10,0
4179,0.006372,62.0,0,43,0
4614,0.064648,95.9,0,82,1
4639,0.005866,51.7,0,42,0
784,0.003353,23.2,0,24,0
3729,0.022635,1.4,1,6,0
2987,0.019773,65.3,0,38,0
1562,0.001792,49.3,0,51,0
4186,0.020073,86.3,0,73,1
2361,0.000943,69.5,0,36,0
4280,0.003376,98.8,1,23,0
2941,0.035849,51.0,1,112,0
1867,0.008176,42.7,0,16,0
4280,0.004672,28.7,1,28,0
3660,0.021957,47.7,0,51,0
2212,0.043932,98.9,1,143,1
4858,0.003787,4.2,1,20,0
726,0.028339,97.8,0,70,0
4259,0.018939,99.3,1,30,0
3514,0.018558,59.8,0,20,0
1475,0.00718,33.2,0,6,0
1281,0.01558,22.3,0,30,0
590,0.001977,27.6,0,25,0
3829,0.039618,10.6,0,83,1
3634,0.041256,47.5,2,78,0
3396,0.003438,5.7,1,34,0
2040,0.015816,71.8,0,19,0
4508,0.023719,49.4,0,120,1
1982,0.000406,19.9,1,20,0
3087,0.052769,62.9,0,111,1
3259,0.001846,97.4,1,29,0
4875,0.009982,69.5,0,8,0
4630,0.049336,55.4,0,48,1
781,0.02935,77.7,0,8,0
1173,0.003449,73.7,0,24,0
2487,0.002568,89.2,0,11,0
2494,0.001383,20.5,0,43,0
2793,0.029188,85.9,0,82,0
1470,0.012445,30.1,0,32,0
4844,0.013535,94.1,1,101,0
4440,0.00692,28.1,1,36,0
2256,0.006438,92.7,0,14,0
2680,0.001166,96.4,0,51,0
4491,0.008206,14.5,0,18,0
2259,0.002836,97.4,1,12,0
3348,0.050679,14.4,0,126,1
3831,0.015925,21.9,0,40,0
3929,0.018867,58.0,0,134,1
1727,0.001641,99.4,0,25,0
3572,0.015387,48.9,1,22,0
127,0.001302,55.0,0,26,0
2085,0.002099,69.4,1,54,0
4253,0.002376,96.8,0,30,0
1621,0.008139,78.3,0,58,0
396,0.043522,32.2,0,60,1
2281,0.003773,30.3,0,46,0
3502,0.000885,9.8,0,12,0
2396,0.006246,64.4,0,34,0
2697,0.013788,18.1,0,40,0
1001,0.002506,25.7,1,5,0
1198,0.002484,88.8,0,48,0
1777,0.029418,32.7,2,54,0
2981,0.060059,70.8,0,60,1
4966,0.046529,39.8,1,88,0
1478,0.016485,7.4,1,44,0
1348,0.019744,45.6,0,54,1
3835,0.021589,52.9,2,58,1
4341,0.004159,89.6,0,22,0
1364,0.003829,32.4,1,74,0
2007,0.031356,37.9,1,80,0
1158,0.015562,78.3,0,110,0
2849,0.012874,75.9,0,91,0
2148,0.002057,79.8,0,27,0
4348,0.024027,95.4,0,54,0
2576,0.017595,79.6,0,53,0
4116,0.001787,40.8,0,45,0
4703,0.059072,88.4,0,47,1
3297,0.003178,50.9,2,12,0
4686,0.000843,27.8,0,15,0
3653,0.010695,30.3,0,51,0
4540,0.010608,22.4,0,12,0
1861,0.000997,14.5,1,31,0
320,0.00384,18.4,0,16,0
4918,0.049357,6.3,1,8,0
4723,0.027484,97.1,0,94,1
2988,0.013096,93.1,0,39,0
1764,0.002394,58.7,0,101,0
4086,0.048778,95.8,0,179,1
4676,0.003242,18.4,0,10,0
3077,0.002862,90.2,0,37,0
1971,0.002673,50.6,0,73,0
1562,0.002141,6.7,0,63,0
444,0.008551,14.1,0,19,0
144,0.003977,30.9,0,24,0
2168,0.036545,18.1,0,75,1
1614,0.002033,30.9,0,21,0
2698,0.006248,6.0,0,23,0
1101,0.000138,23.6,1,20,0
1133,0.006572,26.6,0,15,0
2140,0.000575,99.4,0,13,0
373,0.038042,23.6,1,14,0
2747,0.015635,23.9,0,18,0
1879,0.006736,68.7,1,98,0
4576,0.000906,85.9,0,116,0
578,0.008976,38.7,1,33,0
615,0.01422,87.6,1,12,0
4386,0.002116,34.0,0,5,0
1291,0.008398,19.7,0,77,0
2768,0.016831,33.0,1,73,0
1511,0.014621,60.9,1,71,0
3380,0.055209,45.1,0,48,1
371,0.06841,77.8,0,51,1
242,0.027755,23.7,0,15,0
3432,0.02906,83.1,2,117,1
887,0.053467,41.8,0,140,1
1781,0.015638,45.6,0,12,0
722,0.011945,55.8,0,54,0
3941,0.054082,68.6,0,39,0
3776,0.000138,23.9,2,49,0
2672,0.004387,83.6,0,15,0
3360,0.046774,79.4,0,55,1
4812,0.003042,23.4,0,19,0
166,0.002517,97.5,0,28,0
4386,0.012349,66.5,0,51,0
4716,0.000886,45.2,0,36,0
1240,0.013533,15.8,1,109,0
2414,0.011823,53.3,1,18,0
2632,0.002888,16.5,0,15,0
3680,0.002915,42.9,0,18,0
1287,0.035276,47.9,0,192,1
4571,0.025372,86.9,1,47,1
4848,0.020914,19.2,1,84,0
3439,0.030586,89.9,0,130,1
648,0.033491,32.6,0,22,0
4187,0.008708,44.4,1,41,0
172,0.023931,77.2,1,5,0
298,0.061919,70.4,0,67,1
3301,0.071074,38.2,1,85,1
1881,0.000117,38.6,0,21,0
671,0.033785,30.6,1,21,0
890,0.006416,59.5,0,9,0
1738,0.016004,33.3,0,19,0
1931,0.001361,72.6,0,39,0
1955,0.005041,58.0,0,23,0
1274,0.003167,14.6,0,48,0
3840,0.003448,31.0,1,11,0
3377,0.001315,22.1,1,14,0
278,0.016387,39.0,0,51,0
2344,9.3e-05,51.6,0,71,0
4186,0.003747,50.7,1,1,0
834,0.031779,85.3,0,126,1
898,0.008893,18.9,0,47,0
887,0.026765,100.0,1,88,1
2895,0.002998,34.3,1,29,0
4404,0.027449,42.2,0,145,1
4688,0.010575,68.5,1,46,0
3184,0.042979,90.9,0,98,1
3018,0.00193,37.8,0,6,0
831,0.026259,85.7,0,75,1
1229,0.0364,88.4,2,15,0
3546,0.005061,76.7,0,17,0
1705,0.030094,12.0,1,220,1
3878,0.002765,82.7,0,6,0
2845,0.006742,77.4,0,86,0
3270,0.00077,66.9,0,39,0
4789,0.035938,83.7,0,90,1
3033,0.006325,97.9,0,16,0
1315,0.005086,43.1,0,14,0
424,0.001472,6.7,2,30,0
1950,0.011635,46.1,0,40,0
1590,0.049482,4.6,0,28,0
993,0.005036,29.4,2,21,0
1490,0.009797,58.7,0,67,0
3489,0.032962,31.0,0,6,0
4339,0.01781,68.5,0,51,0
4579,0.006228,82.2,0,10,0
2363,0.035604,55.3,1,138,1
3532,0.001371,90.0,0,14,0
2471,0.007177,8.0,1,41,0
3186,0.003272,84.0,1,109,0
4412,0.001757,82.9,1,48,0
1615,0.005556,32.2,1,48,0
3017,0.001404,29.9,0,19,0
2452,0.012006,30.5,0,17,0
1267,0.006092,81.1,0,8,0
210,0.007575,83.2,0,50,0
4427,0.001583,33.0,1,16,0
3755,0.001506,59.3,1,17,0
3893,0.008757,13.9,1,7,0
1855,0.042004,46.9,1,4,0
1677,0.001012,99.9,0,29,0
1396,0.003365,15.9,0,26,0
3874,0.042372,100.0,1,55,1
2320,0.00075,82.4,1,115,0
1072,0.020866,97.2,0,12,0
1130,0.007429,18.0,1,96,0
2693,0.005247,21.4,0,10,0
4092,0.003706,1.7,1,17,0
4713,0.003526,72.5,1,11,0
1013,0.00365,64.4,2,14,0
2281,0.021611,17.8,0,8,0
3297,0.012866,79.1,0,18,0
1562,0.011078,29.9,1,37,0
2478,0.016032,13.5,1,37,0
3554,0.002972,42.3,0,58,0
3653,0.048376,22.7,0,108,1
1407,0.006163,26.3,0,9,0
1289,0.015253,37.1,1,32,0
787,0.0037,85.2,0,50,0
4761,0.010305,79.3,1,21,0
1307,0.021389,44.3,1,0,0
1994,0.005144,72.5,0,55,0
1911,0.000689,56.9,1,3,0
3283,0.007258,34.1,2,52,0
3897,0.004246,72.6,2,61,0
1744,0.011154,68.3,0,45,0
4068,0.030166,61.9,0,45,0
2816,0.006648,61.8,0,55,0
290,0.006277,68.3,0,28,0
1435,0.01063,38.5,0,16,0
4903,0.001093,86.9,0,38,0
3206,0.002924,16.2,0,9,0
478,0.042389,100.0,3,110,1
4582,0.011085,34.2,0,153,0
3929,0.000135,12.5,0,13,0
715,0.002289,60.0,0,13,0
2430,0.011483,37.6,0,19,0
1854,0.028798,91.3,0,110,1
563,0.018317,43.1,0,14,0
1066,0.003456,66.9,1,40,0
4367,0.026741,30.8,0,32,0
3258,0.008051,20.9,0,64,0
3724,0.011925,38.8,0,8,0
789,0.009082,60.7,0,65,0
2722,0.00131,65.7,2,12,0
2312,0.032999,57.8,0,66,0
482,0.001311,98.8,0,50,0
2356,0.002942,69.1,0,195,0
3910,0.03298,100.0,2,168,1
3603,0.009639,11.8,0,15,0
1512,0.018211,6.1,1,43,0
1683,0.027262,37.2,1,96,1
471,0.004732,13.7,0,77,0
710,0.025491,52.6,1,57,0
215,0.04372,63.0,0,80,1
546,0.019388,57.5,0,7,0
1491,0.002624,74.5,0,90,0
3424,0.04638,100.0,1,72,1
1440,0.001499,87.8,1,7,0
4610,0.00868,11.8,0,24,0
3039,0.021902,33.9,1,71,0
3799,0.006416,25.6,0,35,0
1173,0.013727,17.7,0,32,0
4913,0.016331,54.5,0,14,0
3669,0.013337,55.3,1,66,0
3250,0.025947,22.7,0,116,0
1705,0.005921,71.2,0,62,0
4757,0.04435,81.0,0,169,1
2394,0.00049,2.1,1,30,0
3762,0.00283,39.6,0,20,0
4582,0.001545,89.0,0,52,0
4897,0.008163,52.0,0,108,0
1083,0.002045,34.8,0,21,0
451,0.000397,25.4,0,8,0
1824,0.000367,24.3,0,12,0
2051,0.017812,10.0,1,23,0
1379,0.008951,81.7,0,15,0
2007,0.004433,8.7,0,20,0
4948,0.022465,29.2,0,38,0
1124,0.000728,4.6,0,127,0
645,0.039283,78.1,2,25,0
4274,0.009579,3.9,0,75,0
2481,0.002027,30.8,1,13,0
988,0.011365,57.3,1,48,0
1205,0.014413,41.0,0,9,0
2649,0.00561,28.2,0,52,0
2090,0.019778,27.5,0,23,0
4098,0.001634,79.8,1,15,0
3875,0.003269,97.4,2,9,0
2912,0.000982,34.8,0,50,0
1020,0.002368,3.9,0,63,0
4745,0.002728,3.7,1,43,0
2161,0.024966,75.9,0,26,0
4587,0.000813,55.2,0,4,0
3739,0.005576,78.4,2,43,0
3265,0.056242,79.6,1,158,1
4535,0.022896,90.8,0,121,0
2744,0.091328,96.3,1,191,1
4952,0.013999,78.8,0,9,0
1145,0.055079,55.2,1,31,1
3656,0.015469,30.8,1,76,0
2781,0.033023,50.7,0,87,0
3299,0.012285,50.2,0,32,0
1038,0.000831,61.0,1,13,0
541,0.00514,18.6,0,18,0
2650,0.010401,65.6,0,41,0
4325,0.004319,45.7,1,11,0
696,0.003194,62.0,0,12,0
1605,0.044233,33.7,0,70,1
961,0.027106,43.4,0,38,0
2740,0.000356,21.0,0,36,0
3831,0.055854,100.0,0,82,1
1651,0.012828,48.8,1,42,0
3336,0.033229,22.5,0,34,0
1836,0.026695,4.1,0,21,0
1549,0.014365,67.6,1,33,0
364,0.007348,21.5,2,44,0
2759,0.002285,99.0,0,55,0
2821,0.00788,53.4,1,54,0
1562,0.051921,37.1,2,99,1
4352,0.022602,65.8,1,10,0
1545,0.015593,27.5,0,28,0
2398,0.002172,82.0,1,59,0
3025,0.009155,30.8,0,21,0
1732,0.043481,100.0,0,92,1
2474,9.2e-05,60.5,0,14,0
612,0.002234,84.4,1,32,0
315,0.001202,7.3,1,65,0
3431,0.057286,48.3,0,72,1
2272,0.024225,85.3,0,108,1
3253,0.003351,65.5,0,29,0
1806,0.032173,19.4,0,73,0
2206,0.004766,35.6,1,46,0
1667,9.6e-05,26.3,0,49,0
2308,0.003339,61.3,0,32,0
2431,0.040863,44.7,0,61,1
2253,0.001085,30.9,0,44,0
1228,0.000807,20.7,1,66,0
3610,0.008996,40.9,0,53,0
4423,0.002099,19.6,0,15,0
3753,0.004482,96.3,0,56,0
2465,0.019806,15.5,0,38,0
4997,0.005522,91.3,1,42,0
3021,0.024733,42.8,0,20,0
4667,0.00689,37.8,1,15,0
1179,0.005089,23.1,2,15,0
3611,0.013879,63.6,0,1,0
2841,0.00076,68.6,0,24,0
3120,0.000937,46.8,0,14,0
328,0.010555,5.6,0,21,0
270,0.051283,100.0,1,44,1
394,0.015626,98.0,0,22,0
4384,0.051978,57.8,1,152,1
525,0.018709,71.9,0,59,1
1018,0.009074,45.0,2,73,0
3353,0.006945,32.2,0,34,0
598,0.03996,7.7,1,33,0
2909,0.031491,58.8,0,135,1
925,0.07421,96.2,0,146,1
3879,0.002935,1.7,2,8,0
1958,0.014807,58.2,1,15,0
2218,0.003085,88.1,2,14,0
245,0.002341,21.8,0,61,0
4665,0.028872,18.3,1,20,0
3677,0.000195,77.2,0,65,0
292,0.033636,25.5,0,13,0
3988,0.001617,19.2,0,89,0
151,0.054213,46.9,0,133,1
2510,0.003229,39.3,2,20,0
1920,0.004319,87.4,1,11,0
3064,0.002443,61.8,0,52,0
2621,0.008807,40.6,0,26,0
1969,0.004279,53.4,0,19,0
2668,0.010712,95.4,0,49,0
1967,0.000158,11.3,0,2,0
2838,0.000665,20.8,0,71,0
3369,0.00105,96.3,0,16,0
3299,0.00543,95.7,0,41,0
2679,0.016863,17.7,0,57,0
4105,0.021908,14.5,1,13,0
340,0.002808,42.1,0,35,0
3540,0.008542,5.0,0,36,0
4731,0.057445,75.6,1,108,1
1507,0.003408,7.7,0,25,0
3602,0.00526,5.8,0,36,0
4138,0.038989,53.8,2,152,1
182,0.001449,95.8,1,33,0
3868,0.000263,42.7,0,9,0
1050,0.001658,35.6,0,14,0
710,0.009858,99.8,0,5,0
4769,0.000765,53.2,2,44,0
3705,0.002103,37.5,0,80,0
4654,0.004123,38.6,0,17,0
3383,0.000811,19.5,0,18,0
2273,0.002128,51.2,2,56,0
3584,0.024222,43.9,0,39,0
1622,0.000195,27.1,1,20,0
2701,0.010597,16.1,1,59,0
2757,0.004852,31.1,0,42,0
2259,0.011167,50.9,0,57,0
2549,0.008884,5.8,0,27,0
3930,0.00253,15.4,1,51,0
221,0.018787,94.8,1,87,0
4468,0.006772,54.3,0,15,0
1417,0.01729,6.3,2,33,0
4593,0.005209,69.3,2,29,0
2618,0.04179,6.2,0,71,0
1330,0.014718,73.9,1,42,0
1233,0.033799,75.0,1,23,0
1401,0.007222,65.1,1,14,0
4134,0.006419,73.2,0,18,0
2010,0.014084,8.8,1,37,0
1605,0.046293,85.9,0,117,1
3285,0.033283,13.7,0,24,0
2016,0.029992,39.3,0,116,1
3648,0.01603,94.3,1,44,0
2857,0.002365,50.3,1,8,0
2056,0.04951,100.0,1,73,1
278,0.001983,8.9,0,44,0
996,0.004268,47.8,1,83,0
1651,0.026789,6.2,1,41,0
591,0.001579,63.0,0,30,0
160,0.010008,7.9,2,29,0
1177,0.008988,17.5,1,24,0
2995,0.001287,25.9,0,46,0
4260,0.003945,74.9,0,52,0
3783,0.008278,16.4,1,10,0
685,0.002072,84.7,0,132,0
4060,0.016126,13.2,1,22,0
3870,0.035812,3.5,0,92,0
634,0.002418,39.5,0,31,0
3562,0.002069,97.9,0,11,0
4111,0.006069,11.0,0,35,0
3498,0.013774,10.2,0,78,0
2255,0.003307,75.1,0,109,0
1104,0.000201,31.2,0,133,0
2599,0.007792,71.7,2,10,0
426,0.031373,20.0,0,23,0
4803,0.053344,53.9,0,97,1
2806,0.00545,26.5,1,17,0
101,0.034706,45.2,0,19,0
1133,0.011862,76.9,0,57,0
2581,0.0127,76.2,1,61,0
224,0.008271,51.6,0,35,0
1204,0.036734,92.8,0,39,0
2799,0.011675,26.4,1,42,0
1961,0.022541,24.0,2,18,0
3020,0.012019,61.4,1,7,0
228,0.013285,62.1,0,19,0
537,0.003431,4.7,1,58,0
4946,0.003617,60.8,0,91,0
2648,0.036442,50.4,2,70,1
3229,0.00352,74.7,0,66,0
1321,0.025373,87.5,0,112,1
1001,0.002868,55.2,1,82,0
3268,0.016982,0.2,1,69,0
4586,0.001171,63.6,0,66,0
4018,0.017687,74.9,0,117,0
1167,0.009231,24.9,0,43,0
126,0.026115,53.5,1,86,1
647,0.00781,96.6,0,86,0
2768,0.00332,29.8,0,2,0
666,0.003908,22.3,1,20,0
803,0.004331,21.1,1,26,0
4380,0.000654,55.9,0,35,0
3240,0.090483,100.0,0,44,1
1690,0.00032,60.9,0,43,0
4794,0.010862,30.3,0,83,0
905,0.00464,63.9,1,10,0
3891,0.056476,76.9,0,86,1
1457,0.004404,59.7,0,2,0
3325,0.011201,15.9,1,68,0
3718,0.013065,63.5,1,22,0
2226,0.01173,43.0,1,29,0
2560,0.00121,1.9,0,27,0
645,0.010697,54.0,0,58,0
2828,0.013623,100.0,1,78,1
3834,0.000292,35.0,0,29,0
2662,0.005359,96.6,0,24,0
2179,0.005684,9.6,0,23,0
2741,0.006296,73.2,0,21,0
3214,0.012202,11.4,1,11,0
2026,0.003694,27.4,0,22,0
716,0.003787,57.1,0,22,0
3744,0.000625,59.3,1,38,0
1303,0.01161,77.5,0,51,0
1859,0.008389,61.5,0,21,0
2665,0.004299,59.4,1,7,0
3274,0.012214,91.2,0,23,0
3181,0.007708,45.2,0,22,0
2730,0.006335,22.5,1,6,0
3261,0.007161,16.2,0,31,0
4421,0.055044,49.1,0,51,1
769,0.010788,71.3,1,69,0
3268,0.00341,4.3,1,49,0
2221,0.028703,21.5,1,101,1
4178,0.001704,10.6,0,15,0
4251,0.0102,58.5,3,158,0
819,0.020626,24.3,1,69,0
2700,0.005268,16.6,0,63,0
3698,0.001858,59.3,0,59,0
4769,0.014131,76.1,0,11,0
766,0.017867,33.2,1,68,0
383,0.021251,57.8,0,60,0
4003,0.009335,9.8,2,38,0
3665,0.019713,93.5,1,66,0
2334,0.000155,33.7,1,51,0
4693,0.001134,99.8,1,2,0
1565,0.000971,97.9,1,68,0
229,0.012469,77.9,0,7,0
4834,0.000721,2.0,2,17,0
2160,0.006859,54.3,0,50,0
3772,0.0064,8.7,0,33,0
2594,0.003721,89.5,0,99,0
1092,0.020433,79.0,0,5,0
2221,0.001869,97.2,0,20,0
2684,0.004346,60.8,1,49,0
4296,0.057031,67.0,1,57,1
2323,0.000309,51.9,0,5,0
4622,0.011176,38.6,0,36,0
3288,0.01695,46.9,1,14,0
3337,0.048262,76.3,0,86,1
4236,0.020899,93.3,0,11,0
4624,0.03499,65.3,0,106,1
443,0.008828,85.7,2,27,0
4561,0.039914,91.7,0,89,1
4804,0.002982,51.9,0,19,0
4923,0.00099,34.7,0,41,0
2376,0.003786,64.0,0,40,0
3301,0.020809,44.6,0,37,0
988,0.004264,8.1,0,20,0
2143,0.008253,37.8,0,26,0
1441,0.044227,100.0,0,123,1
3820,0.006142,4.9,0,19,0
2983,0.046741,84.3,0,91,1
4312,0.050055,92.6,1,66,1
2515,0.00987,64.9,0,25,0
1217,0.005448,57.0,2,48,0
4363,0.000631,70.8,0,4,0
3101,0.00672,42.9,2,92,0
1838,0.016785,9.1,0,45,0
1464,0.00104,96.2,1,43,0
2808,0.000721,43.2,1,85,0
4890,0.001668,66.5,1,17,0
1024,0.014456,53.1,0,37,0
251,0.012873,5.5,1,37,0
685,0.025234,100.0,0,148,1
1012,0.006315,79.3,1,28,0
2421,0.021922,14.9,0,52,0
595,0.014554,98.2,0,22,0
3895,0.01671,73.7,1,21,0
2248,0.042475,53.0,1,61,1
656,0.010292,61.1,0,55,0
1652,0.006125,10.7,0,47,0
2220,0.035376,68.8,2,31,1
3185,0.026038,7.4,1,43,0
3604,0.041293,67.3,0,86,1
256,0.000529,55.3,1,8,0
834,0.031879,87.4,0,47,0
4754,0.003246,72.5,1,43,0
3376,0.020665,25.0,0,23,0
254,0.004923,88.8,0,36,0
1096,0.001268,57.3,1,33,0
2394,0.000839,60.6,1,37,0
4726,0.024984,31.1,1,67,1
3005,0.002875,85.8,1,33,0
4924,0.006704,93.1,2,38,0
1277,0.01209,77.5,0,39,0
253,0.060265,100.0,0,132,1
4287,0.04317,36.0,1,119,1
1816,0.007302,86.1,0,39,0
3302,0.007378,48.9,1,1,0
2957,0.007753,16.4,0,61,0
886,0.007293,66.9,0,5,0
4468,8.8e-05,68.4,0,42,0
4372,1.7e-05,28.7,0,5,0
3867,0.001028,2.7,0,83,0
2978,0.020847,28.9,1,80,1
742,0.012204,40.0,0,64,0
4762,0.002293,16.8,0,23,0
765,0.022511,19.4,1,41,0
3526,0.026395,39.1,1,20,0
3883,0.059282,100.0,0,131,1
3801,0.027982,76.4,1,6,0
1169,0.003173,32.0,2,14,0
2449,0.007129,95.2,1,25,0
4603,0.001929,64.6,1,58,0
1312,0.01641,45.5,0,36,0
1252,0.021931,46.8,0,79,0
2611,0.019057,41.1,1,95,0
243,0.038257,35.3,0,91,1
2589,0.014216,38.7,0,98,0
3328,0.001027,52.8,1,20,0
4682,0.000411,52.8,0,47,0
3305,0.013993,76.2,1,84,0
4343,0.00554,35.9,0,37,0
3242,0.054147,71.7,0,39,0
3404,0.001023,57.8,0,15,0
1457,0.019354,96.2,0,16,0
2813,0.006539,38.5,0,9,0
4285,0.017553,90.1,0,105,0
1457,0.01699,82.1,1,32,0
4394,0.024768,63.8,0,101,0
4733,0.003536,65.5,0,4,0
3292,0.029917,8.5,0,51,0
400,0.001645,95.0,1,53,0
823,0.000855,10.7,0,9,0
3110,0.00565,56.3,2,26,0
167,0.017621,33.0,1,32,0
3936,0.029769,54.6,2,160,1
4093,0.017678,61.0,1,26,0
2606,0.013082,90.9,1,32,0
1637,0.00235,45.8,0,24,0
497,0.029736,98.8,0,37,0
4815,0.036677,67.0,0,156,1
3457,0.051564,24.0,0,66,1
1263,0.00363,19.0,0,44,0
4925,0.006934,71.6,1,22,0
655,0.005488,5.0,0,106,0
3761,0.001885,48.0,1,67,0
1851,0.052983,25.3,1,129,1
3041,0.002144,43.3,1,22,0
2757,0.00228,75.0,0,45,0
2895,0.002071,45.9,0,29,0
2429,0.006714,16.3,2,58,0
2059,0.015991,25.2,0,144,0
1701,0.008416,36.8,2,29,0
2893,0.044824,18.3,1,106,1
1580,0.010121,58.4,2,60,0
1202,0.011691,60.8,0,16,0
3376,0.011014,6.2,1,15,0
1399,0.005969,40.2,2,30,0
3979,0.011691,41.4,1,1,0
1635,0.000723,33.4,3,4,0
177,0.019651,55.8,0,19,0
2931,0.015042,34.6,0,45,0
3510,0.002813,41.6,0,44,0
2821,0.014612,79.8,0,40,0
3727,0.000127,16.2,1,64,0
1632,0.002449,61.9,0,32,0
337,0.000674,50.6,0,7,0
2096,0.015152,30.5,0,80,0
3527,0.014101,72.8,1,15,0
377,0.016801,55.1,0,67,0
3189,0.02664,61.3,0,114,1
623,0.006956,66.8,0,14,0
4375,0.012202,80.2,0,39,0
4318,0.001689,97.3,2,19,0
3222,0.010492,62.9,0,43,0
4675,0.000879,87.4,1,11,0
1897,0.002001,0.1,0,33,0
2231,0.006459,53.0,0,19,0
915,0.010601,21.5,2,58,0
2794,0.001577,9.4,0,61,0
542,0.002048,53.2,2,31,0
3240,0.002287,74.7,1,64,0
242,0.002727,41.2,0,88,0
4387,0.002569,67.0,0,13,0
1510,0.005028,49.0,0,26,0
4573,0.010607,43.7,0,26,0
634,0.005763,29.0,1,35,0
1816,0.01496,38.3,1,6,0
3464,0.012704,35.0,0,21,0
1132,0.001353,64.6,1,8,0
3442,0.000501,11.6,1,84,0
1510,0.071005,18.3,0,111,1
4600,0.000832,66.0,0,17,0
1272,0.001606,54.6,0,48,0
988,0.000224,43.0,0,68,0
3438,0.009898,15.2,0,28,0
4617,0.008732,41.1,0,49,0
1741,0.084297,86.7,1,136,1
571,0.021798,89.0,1,5,0
3040,0.005291,70.3,0,20,0
646,0.004646,6.0,1,40,0
4826,0.003522,67.0,0,52,0
3697,0.001654,24.1,1,1,0
2925,0.001486,31.5,0,33,0
3823,0.001419,19.6,1,163,0
463,0.001212,77.6,1,35,0
2266,0.002751,64.9,2,11,0
3409,0.003662,61.2,1,12,0
645,0.032592,66.8,0,86,0
3340,0.046563,36.7,1,101,1
4829,0.043897,44.5,0,18,0
